D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_4.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_4.raw	Student's T-test Significant KO_WT	Student's T-test significant	-Log Student's T-test p-value KO_WT	Student's T-test q-value KO_WT	Student's T-test Difference KO_WT	Student's T-test Test statistic KO_WT	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
15.5730609893799	15.4985094070435	17.8199043273926	NaN	16.3738880157471	NaN	17.5674800872803	NaN			0.238959805097748	1	-0.673525810241699	-0.571145519168892	A0A075B5X8;A0A075B5Y0;A0A075B678;A0A0G2JDE1	A0A075B5Y0;A0A0G2JDE1;A0A075B5X8;A0A075B678	A0A075B5X8_MOUSE;A0A075B5Y0_MOUSE;A0A075B678_MOUSE;A0A0G2JDE1_MOUSE	Ighv8-12;Ighv8-13;Ighv8-14	Isoform of A0A0G2JDE1, Protein Ighv8-12
16.6763019561768	NaN	16.8755569458008	NaN	NaN	NaN	18.3444423675537	NaN			0	0.990215384615385	-1.56851291656494	0	A0A075B5Y1;A0A0G2JGK2	A0A0G2JGK2;P01750;A0A075B5Y1	A0A075B5Y1_MOUSE;A0A0G2JGK2_MOUSE	Ighv1-74	Isoform of A0A0G2JGK2, Protein Ighv1-74
NaN	NaN	23.2933368682861	NaN	23.0641937255859	23.5855236053467	23.5560092926025	NaN			0	0.989872072701853	-0.108572006225586	0	A0A075B663	A0A075B663;P01723;P01724;P01726;P01727	A0A075B663_MOUSE	Iglv1	Protein Iglv1 (Fragment)
21.4108619689941	20.3013763427734	20.7340755462646	21.4691123962402	20.6620655059814	20.4296760559082	20.9522590637207	21.1262550354004			0.235039284359423	1	0.18629264831543	0.443190512479539	A0A075B664	P01728;P01729;A0A075B664	A0A075B664_MOUSE	Iglv2	Isoform of P01728, Protein Iglv2
NaN	NaN	19.8016700744629	NaN	18.4128227233887	NaN	21.275505065918	NaN			0	0.997094558901215	-0.0424938201904297	0	A0A075B666	A0A075B666	A0A075B666_MOUSE	Igkv12-47	Protein Igkv12-47 (Fragment)
20.2657928466797	20.4580879211426	20.2313175201416	20.3520565032959	NaN	20.0958271026611	20.5803833007813	20.2566089630127			0.0409996690092624	1	0.015873908996582	0.0680109789690849	A0A075B674;A0A0G2JGN3	A0A0G2JGN3;A0A075B674	A0A075B674_MOUSE;A0A0G2JGN3_MOUSE	Ighv1-78	Isoform of A0A0G2JGN3, Protein Ighv1-78
NaN	NaN	NaN	NaN	NaN	NaN	19.2089347839355	16.7467365264893			0	0.983271906992886	NaN	0	A0A075B677;A0A0G2JFC6	A0A0G2JFC6;A0A075B677	A0A075B677_MOUSE;A0A0G2JFC6_MOUSE	Igkv4-53	Isoform of A0A0G2JFC6, Protein Igkv4-53
NaN	NaN	22.5150871276855	NaN	NaN	NaN	19.4547939300537	NaN			0	0.986097824194952	3.06029319763184	0	A0A075B680;A0A0A6YXZ4;A0A0G2JFL3	A0A0A6YXZ4;A0A075B680;A0A0G2JFL3	A0A075B680_MOUSE;A0A0A6YXZ4_MOUSE;A0A0G2JFL3_MOUSE	Ighv1-62-2;Ighv1-71	Isoform of A0A0A6YXZ4, Protein Ighv1-62-2
21.8541736602783	21.7370338439941	22.4286823272705	23.0127143859863	21.4220008850098	20.2372932434082	20.8806171417236	21.5787086486816			1.56895636791547	1	1.22849607467651	2.35270917855276	A0A075B6A3;A0A0A6YXW6	A0A0A6YXW6;P01878;A0A075B6A3	A0A075B6A3_MOUSE;A0A0A6YXW6_MOUSE	Igha	Isoform of A0A0A6YXW6, Protein Igha (Fragment)
NaN	NaN	NaN	20.6003684997559	NaN	NaN	20.4606304168701	19.6498737335205			0	0.986738895662777	0.545116424560547	0	A0A075B6D5;A0A0G2JFZ3	A0A0G2JFZ3;A0A075B6D5	A0A075B6D5_MOUSE;A0A0G2JFZ3_MOUSE	Igkv19-93	Isoform of A0A0G2JFZ3, Protein Igkv19-93
20.2804012298584	20.2374572753906	19.8403244018555	20.2682971954346	20.6214046478271	20.0447082519531	20.4046077728271	20.3523693084717			0.589247689581178	1	-0.19915246963501	-0.76837134087102	A0A087WNW3;A0A087WP14;A0A087WP48;A0A087WP85;A0A087WPW5;A0A087WPX0;A0A087WQ25;A0A087WQD0;A0A087WQF8;A0A087WQG4;A0A087WQI3;A0A087WQQ5;A0A087WRS1;A0A087WS04;A0A087WS23;A0A087WS29;F8VQC7	A0A087WNW3;A0A087WP14;A0A087WP48;A0A087WP85;A0A087WPW5;A0A087WPX0;A0A087WQ25;A0A087WQD0;A0A087WQF8;A0A087WQG4;A0A087WQI3;A0A087WQQ5;A0A087WRS1;A0A087WS04;A0A087WS23;A0A087WS29;F8VQC7	A0A087WNW3_MOUSE;A0A087WP14_MOUSE;A0A087WP48_MOUSE;A0A087WP85_MOUSE;A0A087WPW5_MOUSE;A0A087WPX0_MOUSE;A0A087WQ25_MOUSE;A0A087WQD0_MOUSE;A0A087WQF8_MOUSE;A0A087WQG4_MOUSE;A0A087WQI3_MOUSE;A0A087WQQ5_MOUSE;A0A087WRS1_MOUSE;A0A087WS04_MOUSE;A0A087WS23_MOUSE;A0A087WS29_MOUSE;F8VQC7_MOUSE	Ktn1	Isoform of Q61595, Kinectin
24.3186626434326	23.8711242675781	23.5489025115967	23.7166481018066	23.391773223877	24.1266803741455	23.6304092407227	23.851261138916			0.197147913351001	1	0.113803386688232	0.347207338915599	A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99	A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99	A0A087WP24_MOUSE;A0A087WPF8_MOUSE;A0A087WQN8_MOUSE;A0A087WRJ2_MOUSE;A0A087WSR2_MOUSE;E9QN99_MOUSE	Abhd14b	Isoform of Q8VCR7, Alpha/beta hydrolase domain-containing protein 14B (Fragment)
NaN	17.9926338195801	18.0177001953125	NaN	17.1722316741943	16.5763034820557	NaN	17.7407360076904			0.830511047462077	1	0.842076619466145	1.57663014643087	A0A087WP33;A0A087WPL8;Q3ZAQ4	A0A087WP33;A0A087WPL8;Q3ZAQ4	A0A087WP33_MOUSE;A0A087WPL8_MOUSE;Q3ZAQ4_MOUSE	Atg9a	Isoform of Q68FE2, Autophagy-related protein 9A (Fragment)
24.3667430877686	24.1287422180176	24.2769870758057	24.192497253418	24.3439769744873	24.6265983581543	24.2012367248535	24.0919322967529			0.238772921118069	1	-0.0746936798095703	-0.329455350432138	A0A087WPC9	A0A087WPC9	A0A087WPC9_MOUSE	Dnah7b	Isoform of L7N1Y0, Protein Dnah7b (Fragment)
21.0296039581299	20.9516983032227	21.2443962097168	21.2681827545166	21.1437206268311	21.1392803192139	21.1705017089844	21.167552947998			0.154374908073956	1	-0.0317935943603516	-0.177743003701482	A0A087WPL5;E9QNN1	A0A087WPL5;E9QNN1	A0A087WPL5_MOUSE;E9QNN1_MOUSE	Dhx9	Isoform of O70133, ATP-dependent RNA helicase A
19.6773223876953	19.5664939880371	19.6372547149658	19.809398651123	19.6462268829346	19.961353302002	20.1208057403564	19.6536560058594			0.646130852257006	1	-0.172893047332764	-0.757907979223639	A0A087WQH8	A0A087WQH8	A0A087WQH8_MOUSE	Slc35a4	Isoform of Q9D321, Probable UDP-sugar transporter protein SLC35A4
24.0332527160645	23.9621696472168	23.5395488739014	23.8353404998779	23.9066581726074	23.4628620147705	23.7713375091553	24.015905380249			0.123322488104462	1	0.0533871650695801	0.203844402870244	A0A087WQM0	A0A087WQM0;A0A087WQS0	A0A087WQM0_MOUSE	Tns1	Isoform of E9Q0S6, Protein Tns1
17.2753963470459	17.9035587310791	18.4025955200195	NaN	19.011058807373	18.3181762695313	NaN	18.9147415161133			1.06526236748443	1	-0.887475331624351	-1.80550161834167	A0A087WRT7	A0A087WRT7	A0A087WRT7_MOUSE	Ms4a4a	Protein Ms4a4a
NaN	18.6175746917725	18.7506122589111	18.244441986084	NaN	NaN	18.7307643890381	18.5517826080322			0.186944179666628	1	-0.103730519612629	-0.338274658291333	A0A087WS27;D3Z5S8	D3Z5S8;A0A087WS27	A0A087WS27_MOUSE;D3Z5S8_MOUSE	Fam46a	Isoform of D3Z5S8, Protein Fam46a
19.05393409729	19.1244049072266	18.627950668335	19.2652015686035	19.2098903656006	18.342960357666	18.8982887268066	19.2670783996582			0.131831541108163	1	0.0883183479309082	0.25074039231969	A0A087WSP0;S4R1P5	A0A087WSP0;S4R1P5	A0A087WSP0_MOUSE;S4R1P5_MOUSE	Dst	Isoform of Q91ZU6, Dystonin
16.1975383758545	16.6996002197266	NaN	16.3116340637207	17.0756778717041	NaN	16.5032596588135	NaN			0.561465644271553	1	-0.386544545491535	-0.991620786510384	A0A0A0MQF2	A0A0A0MQF2	A0A0A0MQF2_MOUSE	Ano1	Isoform of Q8BHY3, Anoctamin
19.27294921875	19.4501876831055	18.9386749267578	19.1674518585205	19.587251663208	19.221019744873	19.0648136138916	19.5561199188232			0.394693202587256	1	-0.149985313415527	-0.562315297903346	A0A0A0MQH5	A0A0A0MQH5	A0A0A0MQH5_MOUSE	Macf1	Isoform of Q9QXZ0, Microtubule-actin cross-linking factor 1 (Fragment)
19.4736404418945	19.8991012573242	20.9597835540771	20.8273124694824	19.6425113677979	19.4079208374023	19.8639335632324	NaN			0.701789052835498	1	0.651837507883709	1.20677070186061	A0A0A0MQK0	Q3TYS2;A0A0A0MQK0	A0A0A0MQK0_MOUSE	BC017643	Isoform of Q3TYS2, Protein BC017643 (Fragment)
NaN	15.8337574005127	17.2550373077393	NaN	NaN	NaN	16.4259834289551	NaN			0	0.984995132127955	0.118413925170898	0	A0A0A6YVV8;A0A0A6YWB0;A0A0A6YWG1;A0A0A6YXQ4	A0A0A6YVV8;A0A0A6YWB0;A0A0A6YWG1;A0A0A6YXQ4	A0A0A6YVV8_MOUSE;A0A0A6YWB0_MOUSE;A0A0A6YWG1_MOUSE;A0A0A6YXQ4_MOUSE	Mbnl1	Isoform of Q9JKP5, Muscleblind-like protein 1
22.9876346588135	23.1205596923828	23.2540168762207	23.3416118621826	23.0865268707275	23.7413234710693	23.0305690765381	23.1091938018799			0.135002808529239	1	-0.0659475326538086	-0.231907896764101	A0A0A6YW07;Q80ZJ2;Q924B0	A0A0A6YW07;Q80ZJ2;Q924B0	A0A0A6YW07_MOUSE;Q80ZJ2_MOUSE;Q924B0_MOUSE	Impa1	Isoform of O55023, Inositol monophosphatase 1
NaN	18.2470474243164	NaN	18.4017124176025	18.2636775970459	NaN	NaN	19.3853454589844			0.327710730987823	1	-0.500131607055664	-0.750790023903594	A0A0A6YWI9	A0A0A6YWI9	A0A0A6YWI9_MOUSE	Ighv1-11	Protein Ighv1-11 (Fragment)
18.5552558898926	17.9059505462646	18.5642433166504	18.9333209991455	18.3509311676025	17.2987060546875	18.1709766387939	18.4574928283691			0.581935687198818	1	0.420166015625	0.956421342409071	A0A0A6YWM5;E9QKE4	A0A0A6YWM5;E9QKE4	A0A0A6YWM5_MOUSE;E9QKE4_MOUSE	Rab3gap2	Isoform of Q8BMG7, Rab3 GTPase-activating protein non-catalytic subunit
20.1731395721436	20.3945426940918	20.7532215118408	20.8786888122559	20.5664405822754	20.1834144592285	20.7534656524658	20.4511909484863			0.112873470112022	1	0.0612702369689941	0.2033506402086	A0A0A6YWV6	Q3UNZ8;A0A0A6YWV6;A0A0A6YWZ0;Q3UNZ8-2	A0A0A6YWV6_MOUSE	BC026585	Isoform of Q3UNZ8, Protein BC026585
17.4112701416016	19.3889923095703	19.6562671661377	NaN	19.3199634552002	18.4360694885254	18.9236755371094	19.0948448181152			0.0698755426958122	1	-0.124795118967693	-0.170345903932192	A0A0A6YX73;Q8K1M3	A0A0A6YX73;Q8K1M3	A0A0A6YX73_MOUSE;Q8K1M3_MOUSE	Prkar2a	Isoform of P12367, cAMP-dependent protein kinase type II-alpha regulatory subunit
17.1208057403564	NaN	NaN	NaN	15.3965549468994	NaN	16.9639015197754	NaN			0	0.985318956521739	0.940577507019043	0	A0A0A6YXQ0	A0A0A6YXQ0	A0A0A6YXQ0_MOUSE	Ighv8-8	Protein Ighv8-8 (Fragment)
NaN	17.7713661193848	19.2920932769775	18.6560306549072	18.414623260498	NaN	NaN	16.8714714050293			0.476641147030145	1	0.930116017659504	1.02301100987392	A0A0A6YXW5	Q3UNZ8;A0A0A6YXW5	A0A0A6YXW5_MOUSE	BC026585	Isoform of Q3UNZ8, Protein BC026585 (Fragment)
17.8042373657227	NaN	NaN	18.156286239624	18.3302307128906	17.5669536590576	19.7783966064453	NaN			0.264421287760168	1	-0.578265190124512	-0.610341587650201	A0A0A6YY53;F6TQW2	F6TQW2;P01864;A0A0A6YY53	A0A0A6YY53_MOUSE;F6TQW2_MOUSE	Ighg2c	Isoform of F6TQW2, Protein Ighg2c (Fragment)
20.3232269287109	20.1911239624023	19.9917411804199	19.7844047546387	NaN	19.8329467773438	20.0003356933594	19.5398693084717			0.752460168146174	1	0.281573613484699	1.00867459761828	A0A0A6YY91	A0A0A6YY91	A0A0A6YY91_MOUSE	Ncam1	Isoform of P13595, Neural cell adhesion molecule 1 (Fragment)
20.2325820922852	19.160083770752	19.9110164642334	20.4570465087891	20.1373996734619	NaN	20.0411834716797	19.8626346588135			0.0767172740907784	1	-0.0735570589701346	-0.166522846994668	A0A0B4J1I0	A0A0B4J1I0	A0A0B4J1I0_MOUSE	Igkv1-110	Protein Igkv1-110
18.4442672729492	17.4146270751953	18.4295425415039	NaN	NaN	15.9526681900024	18.509334564209	17.8587818145752			0.320338417914643	1	0.655884106953938	0.698175088280881	A0A0B4J1J2	A0A0B4J1J2	A0A0B4J1J2_MOUSE	Igkv5-43	Protein Igkv5-43 (Fragment)
18.7834739685059	18.3661556243896	19.8453025817871	19.9230899810791	18.7214622497559	19.1123065948486	19.2397174835205	18.9542922973633			0.220983158271189	1	0.222560882568359	0.441992002064222	A0A0F6AIX5;A0A0F6AIX6	A0A0F6AIX5;A0A0F6AIX6	A0A0F6AIX5_MOUSE;A0A0F6AIX6_MOUSE	Ldah	Isoform of Q8BVA5, Protein Ldah
22.5820159912109	22.265230178833	22.0135173797607	21.7754516601563	22.5646305084229	21.9116668701172	21.9775733947754	22.2449016571045			0.0234070168136567	1	-0.0156393051147461	-0.047688427071444	A0A0G2JDY6;A0A0G2JDZ8;A0A0G2JGI1	A0A0G2JDY6;A0A0G2JDZ8;A0A0G2JGI1	A0A0G2JDY6_MOUSE;A0A0G2JDZ8_MOUSE;A0A0G2JGI1_MOUSE	Nexn	Isoform of Q7TPW1, Nexilin (Fragment)
20.2828121185303	20.2444896697998	19.9549369812012	20.1726512908936	20.4268741607666	19.9826335906982	20.350923538208	20.5428829193115			0.529533676143696	1	-0.162106037139893	-0.671373319707374	A0A0G2JDZ4;E9QNY3	A0A0G2JDZ4;E9QNY3	A0A0G2JDZ4_MOUSE;E9QNY3_MOUSE	Myl10	Isoform of Q62082, Myosin regulatory light chain 10
NaN	NaN	17.1266441345215	17.005163192749	17.1012268066406	15.6416168212891	17.8019924163818	16.6375026702881			0.147821047872472	1	0.270318984985352	0.346308828808564	A0A0G2JE99	A0A0G2JE99;P01843	A0A0G2JE99_MOUSE	Iglc1	Protein Iglc1 (Fragment)
NaN	NaN	17.4417858123779	17.2103576660156	NaN	16.2850856781006	18.0537719726563	15.0886354446411			0.299914834098744	1	0.850240707397461	0.699660178469928	A0A0G2JEA9	A0A0G2JEA9	A0A0G2JEA9_MOUSE	Rbm8a	Isoform of Q9CWZ3, RNA-binding protein 8A
18.345006942749	18.5492687225342	18.4464378356934	18.1000671386719	18.5698547363281	18.4927654266357	18.7551021575928	18.290491104126			0.575249771167291	1	-0.166858196258545	-0.70692765236962	A0A0G2JF51	A0A0G2JF51	A0A0G2JF51_MOUSE	Odf2l	Isoform of Q9D478, Outer dense fiber protein 2-like
18.6614933013916	19.0845756530762	19.0272693634033	18.9438648223877	18.3852386474609	19.0872688293457	19.070613861084	19.0967311859131			0.0335821441929586	1	0.0193376541137695	0.0647700941189283	A0A0G2JGL7	A0A0G2JGL7	A0A0G2JGL7_MOUSE	Anxa3	Isoform of O35639, Annexin A3 (Fragment)
21.0747528076172	20.8788223266602	20.5482845306396	20.3385620117188	20.5943660736084	20.1781959533691	20.6430377960205	NaN			0.457046523903665	1	0.23823881149292	0.720397193399378	A0A0G2JH12;D3Z481	A0A0G2JH12;D3Z481	A0A0G2JH12_MOUSE;D3Z481_MOUSE	Fam126a	Isoform of Q6P9N1, Hyccin
18.8965740203857	18.9289512634277	19.2024402618408	19.4310436248779	19.2712879180908	NaN	19.2366580963135	19.2539291381836			0.40534824171495	1	-0.139206091562908	-0.558921354381395	A0S860;A2A8R0;A8Y5G5	A2A8R0;A0S860;A8Y5G5	A0S860_MOUSE;A2A8R0_MOUSE;A8Y5G5_MOUSE	Zfyve9	Isoform of A2A8R0, Protein Zfyve9
23.1083965301514	22.8538303375244	22.3174114227295	22.3919334411621	22.9349594116211	22.8826599121094	22.5221042633057	22.5658855438232			0.0990212769056652	1	-0.058509349822998	-0.184801212408105	A1BN54	A1BN54	A1BN54_MOUSE	Actn1	Isoform of Q7TPR4, Alpha actinin 1a
20.8455200195313	20.8412113189697	20.8740558624268	20.3720951080322	21.072660446167	20.8822536468506	20.8127479553223	21.0620384216309			0.815540976871793	1	-0.224204540252686	-0.945893349163824	A1L3P4	A1L3P4;B0QZV3	A1L3P4_MOUSE	Slc9a6	Sodium/hydrogen exchanger
19.568998336792	19.5538425445557	19.9430503845215	19.8703784942627	19.7505207061768	19.2040405273438	20.0249938964844	19.8126735687256			0.0633534015460292	1	0.0360102653503418	0.119307377360781	A2A432;A2A432-2	A2A432;A2A432-2;E9PXY1	CUL4B_MOUSE	Cul4b	Cullin-4B
14.4488134384155	NaN	16.2617034912109	15.4849643707275	15.416296005249	14.3712663650513	15.670373916626	15.5131788253784			0.10097416816272	1	0.155714988708496	0.235482717292653	A2A4P0	A2A4P0;A2A4N9	DHX8_MOUSE	Dhx8	ATP-dependent RNA helicase DHX8
20.2139015197754	20.109167098999	20.5272445678711	20.5556697845459	20.2445831298828	19.702672958374	20.5901584625244	20.4531726837158			0.180140023899405	1	0.103848934173584	0.319664354584048	A2A5R2	A2A5R2	BIG2_MOUSE	Arfgef2	Brefeldin A-inhibited guanine nucleotide-exchange protein 2
18.6329307556152	18.5064926147461	19.062572479248	19.1592769622803	18.9994335174561	17.8173217773438	18.8478488922119	19.1260871887207			0.162139194721466	1	0.142645359039307	0.325051006450856	A2A5Z6;A2A5Z6-2	A2A5Z6;A2A5Z6-2	SMUF2_MOUSE	Smurf2	E3 ubiquitin-protein ligase SMURF2
16.212230682373	16.3137092590332	16.624382019043	15.9769220352173	16.3096942901611	16.1461353302002	16.4204044342041	15.9868240356445			0.153843596045696	1	0.0660464763641357	0.249844262283089	A2A6P4	A2A6P4	A2A6P4_MOUSE	Fam104a	Protein Fam104a
21.0799751281738	20.9697875976563	21.4491672515869	21.1836395263672	20.3358612060547	20.9895877838135	21.4740047454834	20.9801387786865			0.387091061658247	1	0.225744247436523	0.635862097782096	A2A863;A2A863-2;A2A863-3	A2A863;A2A863-2;A2A863-3;A2A864	ITB4_MOUSE	Itgb4	Integrin beta-4
