D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_KO_4.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_1.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_2.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_3.raw	D:\Marta\Mustang\Aorta March 2023\20230303_EXPL4_MaMu_SA_M770_Ao_WT_4.raw	Corum	Student's T-test Significant KO_WT	Student's T-test significant	minus LOG(P-value)	Difference	-Log Student's T-test p-value KO_WT	Student's T-test q-value KO_WT	Student's T-test Difference KO_WT	Student's T-test Test statistic KO_WT	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
20.2649917602539	20.4576377868652	20.2302265167236	20.3538017272949	17.41259765625	20.0950679779053	20.582332611084	20.2534961700439				0.454250138	0.740790844	0.454250137858396	1	0.740790843963623	0.889026688768908	A0A075B674;A0A0G2JGN3	A0A0G2JGN3;A0A075B674	A0A075B674_MOUSE;A0A0G2JGN3_MOUSE	Ighv1-78	Isoform of A0A0G2JGN3, Protein Ighv1-78
21.8537654876709	21.7389240264893	22.4298191070557	23.0122261047363	21.4221382141113	20.2419090270996	20.8801689147949	21.5777320861816				1.572459694	1.228196621	1.57245969373498	1	1.22819662094116	2.3566450921374	A0A075B6A3;A0A0A6YXW6	A0A0A6YXW6;P01878;A0A075B6A3	A0A075B6A3_MOUSE;A0A0A6YXW6_MOUSE	Igha	Isoform of A0A0A6YXW6, Protein Igha (Fragment)
20.2763977050781	20.2419090270996	19.8403244018555	20.2649917602539	20.6186294555664	20.0426006317139	20.4066543579102	20.3538017272949				0.591647922	-0.19951582	0.591647921991589	1	-0.199515819549561	-0.770489651359363	A0A087WNW3;A0A087WP14;A0A087WP48;A0A087WP85;A0A087WPW5;A0A087WPX0;A0A087WQ25;A0A087WQD0;A0A087WQF8;A0A087WQG4;A0A087WQI3;A0A087WQQ5;A0A087WRS1;A0A087WS04;A0A087WS23;A0A087WS29;F8VQC7	A0A087WNW3;A0A087WP14;A0A087WP48;A0A087WP85;A0A087WPW5;A0A087WPX0;A0A087WQ25;A0A087WQD0;A0A087WQF8;A0A087WQG4;A0A087WQI3;A0A087WQQ5;A0A087WRS1;A0A087WS04;A0A087WS23;A0A087WS29;F8VQC7	A0A087WNW3_MOUSE;A0A087WP14_MOUSE;A0A087WP48_MOUSE;A0A087WP85_MOUSE;A0A087WPW5_MOUSE;A0A087WPX0_MOUSE;A0A087WQ25_MOUSE;A0A087WQD0_MOUSE;A0A087WQF8_MOUSE;A0A087WQG4_MOUSE;A0A087WQI3_MOUSE;A0A087WQQ5_MOUSE;A0A087WRS1_MOUSE;A0A087WS04_MOUSE;A0A087WS23_MOUSE;A0A087WS29_MOUSE;F8VQC7_MOUSE	Ktn1	Isoform of Q61595, Kinectin
24.3169994354248	23.8670291900635	23.5521545410156	23.7181644439697	23.3910007476807	24.1253395080566	23.632007598877	23.8480453491211				0.19953316	0.114488602	0.199533160203634	1	0.11448860168457	0.350378462015377	A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99	A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99	A0A087WP24_MOUSE;A0A087WPF8_MOUSE;A0A087WQN8_MOUSE;A0A087WRJ2_MOUSE;A0A087WSR2_MOUSE;E9QN99_MOUSE	Abhd14b	Isoform of Q8VCR7, Alpha/beta hydrolase domain-containing protein 14B (Fragment)
16.7769527435303	17.9926338195801	18.0177001953125	16.9630508422852	17.1722316741943	16.5763034820557	17.6486148834229	17.7407360076904				0.136312578	0.153112888	0.136312577915115	1	0.153112888336182	0.29199239648493	A0A087WP33;A0A087WPL8;Q3ZAQ4	A0A087WP33;A0A087WPL8;Q3ZAQ4	A0A087WP33_MOUSE;A0A087WPL8_MOUSE;Q3ZAQ4_MOUSE	Atg9a	Isoform of Q68FE2, Autophagy-related protein 9A (Fragment)
24.3645286560059	24.1253395080566	24.2749767303467	24.1946029663086	24.3443508148193	24.6264495849609	24.2020969390869	24.0934562683105				0.247194061	-0.076726437	0.247194061284933	1	-0.0767264366149902	-0.33894900628229	A0A087WPC9	A0A087WPC9	A0A087WPC9_MOUSE	Dnah7b	Isoform of L7N1Y0, Protein Dnah7b (Fragment)
21.0291786193848	20.9530487060547	21.2419090270996	21.2707061767578	21.1456928253174	21.139461517334	21.1703548431396	21.1703548431396				0.159928645	-0.032755375	0.159928645394749	1	-0.0327553749084473	-0.183240014019347	A0A087WPL5;E9QNN1	A0A087WPL5;E9QNN1	A0A087WPL5_MOUSE;E9QNN1_MOUSE	Dhx9	Isoform of O70133, ATP-dependent RNA helicase A
19.6773223876953	19.5664939880371	19.6372547149658	19.809398651123	19.6462268829346	19.9601383209229	20.1206016540527	19.6536560058594				0.645302087	-0.17253828	0.645302087466047	1	-0.172538280487061	-0.756776850471195	A0A087WQH8	A0A087WQH8	A0A087WQH8_MOUSE	Slc35a4	Isoform of Q9D321, Probable UDP-sugar transporter protein SLC35A4
24.0359058380127	23.9583683013916	23.5403785705566	23.8384590148926	23.904260635376	23.4676208496094	23.7695121765137	24.0190315246582				0.123328899	0.053171635	0.123328898774887	1	0.0531716346740723	0.203535286799855	A0A087WQM0	A0A087WQM0;A0A087WQS0	A0A087WQM0_MOUSE	Tns1	Isoform of E9Q0S6, Protein Tns1
17.2753963470459	17.9035587310791	18.4025955200195	17.5564785003662	19.011058807373	18.3181762695313	17.888765335083	18.9147415161133				1.087098193	-0.748678207	1.08709819314489	1	-0.748678207397461	-1.63264403135358	A0A087WRT7	A0A087WRT7	A0A087WRT7_MOUSE	Ms4a4a	Protein Ms4a4a
17.140157699585	18.6175746917725	18.7506122589111	18.244441986084	16.3367595672607	16.9113807678223	18.7307643890381	18.5517826080322				0.340420816	0.555524826	0.340420815855369	1	0.555524826049805	0.695834205025278	A0A087WS27;D3Z5S8	D3Z5S8;A0A087WS27	A0A087WS27_MOUSE;D3Z5S8_MOUSE	Fam46a	Isoform of D3Z5S8, Protein Fam46a
19.05393409729	19.1244049072266	18.627950668335	19.2652015686035	19.2098903656006	18.342960357666	18.8982887268066	19.2670783996582				0.131831541	0.088318348	0.131831541108163	1	0.0883183479309082	0.25074039231969	A0A087WSP0;S4R1P5	A0A087WSP0;S4R1P5	A0A087WSP0_MOUSE;S4R1P5_MOUSE	Dst	Isoform of Q91ZU6, Dystonin
16.1975383758545	16.6996002197266	17.5926723480225	16.3116340637207	17.0756778717041	15.4718112945557	16.5032596588135	17.1713542938232				0.106367836	0.144835472	0.106367835981015	1	0.144835472106934	0.240488282116775	A0A0A0MQF2	A0A0A0MQF2	A0A0A0MQF2_MOUSE	Ano1	Isoform of Q8BHY3, Anoctamin
19.27294921875	19.4501876831055	18.9386749267578	19.1674518585205	19.587251663208	19.221019744873	19.0648136138916	19.5561199188232				0.394693203	-0.149985313	0.394693202587256	1	-0.149985313415527	-0.562315297903346	A0A0A0MQH5	A0A0A0MQH5	A0A0A0MQH5_MOUSE	Macf1	Isoform of Q9QXZ0, Microtubule-actin cross-linking factor 1 (Fragment)
19.4736404418945	19.8991012573242	20.9601383209229	20.8268718719482	19.6425113677979	19.4079208374023	19.8639335632324	16.2360382080078				0.80489114	1.502336979	0.804891139760115	1	1.50233697891235	1.46097156571576	A0A0A0MQK0	Q3TYS2;A0A0A0MQK0	A0A0A0MQK0_MOUSE	BC017643	Isoform of Q3TYS2, Protein BC017643 (Fragment)
22.988151550293	23.1206016540527	23.2534961700439	23.3375606536865	23.0869941711426	23.7389240264893	23.0308647155762	23.1094856262207				0.137349019	-0.066614628	0.137349019159453	1	-0.0666146278381348	-0.23506831276472	A0A0A6YW07;Q80ZJ2;Q924B0	A0A0A6YW07;Q80ZJ2;Q924B0	A0A0A6YW07_MOUSE;Q80ZJ2_MOUSE;Q924B0_MOUSE	Impa1	Isoform of O55023, Inositol monophosphatase 1
18.5552558898926	17.9059505462646	18.5642433166504	18.9333209991455	18.3509311676025	17.2987060546875	18.1709766387939	18.4574928283691				0.581935687	0.420166016	0.581935687198818	1	0.420166015625	0.956421342409071	A0A0A6YWM5;E9QKE4	A0A0A6YWM5;E9QKE4	A0A0A6YWM5_MOUSE;E9QKE4_MOUSE	Rab3gap2	Isoform of Q8BMG7, Rab3 GTPase-activating protein non-catalytic subunit
20.1703548431396	20.3962364196777	20.7553176879883	20.8801689147949	20.5638370513916	20.1825294494629	20.7553176879883	20.4475841522217				0.116172405	0.063202381	0.116172405274677	1	0.0632023811340332	0.209073169728858	A0A0A6YWV6	Q3UNZ8;A0A0A6YWV6;A0A0A6YWZ0;Q3UNZ8-2	A0A0A6YWV6_MOUSE	BC026585	Isoform of Q3UNZ8, Protein BC026585
17.4112701416016	19.3889923095703	19.6562671661377	17.1131935119629	19.3199634552002	18.4360694885254	18.9236755371094	19.0948448181152				0.345835554	-0.551207542	0.345835553902463	1	-0.551207542419434	-0.703192254685149	A0A0A6YX73;Q8K1M3	A0A0A6YX73;Q8K1M3	A0A0A6YX73_MOUSE;Q8K1M3_MOUSE	Prkar2a	Isoform of P12367, cAMP-dependent protein kinase type II-alpha regulatory subunit
17.9613971710205	17.7713661193848	19.2920932769775	18.6560306549072	18.414623260498	17.2994956970215	17.137134552002	16.8714714050293				1.056526286	0.989540577	1.05652628581294	1	0.989540576934814	1.68933189300775	A0A0A6YXW5	Q3UNZ8;A0A0A6YXW5	A0A0A6YXW5_MOUSE	BC026585	Isoform of Q3UNZ8, Protein BC026585 (Fragment)
17.8042373657227	17.4277877807617	17.819787979126	18.156286239624	18.3302307128906	17.5669536590576	19.7783966064453	16.8456802368164				0.201453141	-0.328290462	0.201453140974634	1	-0.328290462493896	-0.440758611083319	A0A0A6YY53;F6TQW2	F6TQW2;P01864;A0A0A6YY53	A0A0A6YY53_MOUSE;F6TQW2_MOUSE	Ighg2c	Isoform of F6TQW2, Protein Ighg2c (Fragment)
20.3211345672607	20.1946029663086	19.988151550293	19.7844047546387	16.4977378845215	19.8329467773438	20.0019588470459	19.5398693084717				0.628097745	1.103945255	0.6280977452596	1	1.10394525527954	1.17776668147562	A0A0A6YY91	A0A0A6YY91	A0A0A6YY91_MOUSE	Ncam1	Isoform of P13595, Neural cell adhesion molecule 1 (Fragment)
20.2302265167236	19.160083770752	19.9110164642334	20.4576377868652	20.1332015991211	17.0218448638916	20.0426006317139	19.8626346588135				0.364334344	0.674670696	0.364334343720721	1	0.674670696258545	0.74839493935551	A0A0B4J1I0	A0A0B4J1I0	A0A0B4J1I0_MOUSE	Igkv1-110	Protein Igkv1-110
18.4442672729492	17.4146270751953	18.4295425415039	17.198070526123	16.6659259796143	15.9526681900024	18.509334564209	17.8587818145752				0.417267035	0.624949217	0.417267035435635	1	0.624949216842651	0.818556696741019	A0A0B4J1J2	A0A0B4J1J2	A0A0B4J1J2_MOUSE	Igkv5-43	Protein Igkv5-43 (Fragment)
18.7834739685059	18.3661556243896	19.8453025817871	19.9230899810791	18.7214622497559	19.1123065948486	19.2397174835205	18.9542922973633				0.220983158	0.222560883	0.220983158271189	1	0.222560882568359	0.441992002064222	A0A0F6AIX5;A0A0F6AIX6	A0A0F6AIX5;A0A0F6AIX6	A0A0F6AIX5_MOUSE;A0A0F6AIX6_MOUSE	Ldah	Isoform of Q8BVA5, Protein Ldah
22.582332611084	22.2649917602539	22.0122261047363	21.7755527496338	22.5638370513916	21.9134216308594	21.977710723877	22.2448139190674				0.024244042	-0.016170025	0.024244041938651	1	-0.0161700248718262	-0.049336661428553	A0A0G2JDY6;A0A0G2JDZ8;A0A0G2JGI1	A0A0G2JDY6;A0A0G2JDZ8;A0A0G2JGI1	A0A0G2JDY6_MOUSE;A0A0G2JDZ8_MOUSE;A0A0G2JGI1_MOUSE	Nexn	Isoform of Q7TPW1, Nexilin (Fragment)
20.287712097168	20.2419090270996	19.9601383209229	20.1703548431396	20.4272632598877	19.988151550293	20.3538017272949	20.5451011657715				0.540785769	-0.163550854	0.54078576885465	1	-0.163550853729248	-0.680688006053427	A0A0G2JDZ4;E9QNY3	A0A0G2JDZ4;E9QNY3	A0A0G2JDZ4_MOUSE;E9QNY3_MOUSE	Myl10	Isoform of Q62082, Myosin regulatory light chain 10
16.3486747741699	17.5703239440918	17.1266441345215	17.005163192749	17.1012268066406	15.6416168212891	17.8019924163818	16.6375026702881				0.161113926	0.217116833	0.161113925566291	1	0.217116832733154	0.350959650269951	A0A0G2JE99	A0A0G2JE99;P01843	A0A0G2JE99_MOUSE	Iglc1	Protein Iglc1 (Fragment)
17.1447238922119	15.6553611755371	17.4417858123779	17.2103576660156	16.7373657226563	16.2850856781006	18.0537719726563	15.0886354446411				0.169354986	0.321842432	0.169354985873143	1	0.321842432022095	0.385110670098304	A0A0G2JEA9	A0A0G2JEA9	A0A0G2JEA9_MOUSE	Rbm8a	Isoform of Q9CWZ3, RNA-binding protein 8A
18.345006942749	18.5492687225342	18.4464378356934	18.1000671386719	18.5698547363281	18.4927654266357	18.7551021575928	18.290491104126				0.575249771	-0.166858196	0.575249771167291	1	-0.166858196258545	-0.70692765236962	A0A0G2JF51	A0A0G2JF51	A0A0G2JF51_MOUSE	Odf2l	Isoform of Q9D478, Outer dense fiber protein 2-like
18.6614933013916	19.0845756530762	19.0272693634033	18.9438648223877	18.3852386474609	19.0872688293457	19.070613861084	19.0967311859131				0.033582144	0.019337654	0.0335821441929586	1	0.0193376541137695	0.0647700941189283	A0A0G2JGL7	A0A0G2JGL7	A0A0G2JGL7_MOUSE	Anxa3	Isoform of O35639, Annexin A3 (Fragment)
21.0756149291992	20.8801689147949	20.5451011657715	20.3429946899414	20.5914936065674	20.1825294494629	20.645263671875	17.3840885162354				0.599285962	1.010126114	0.599285961943765	1	1.0101261138916	1.1269988227601	A0A0G2JH12;D3Z481	A0A0G2JH12;D3Z481	A0A0G2JH12_MOUSE;D3Z481_MOUSE	Fam126a	Isoform of Q6P9N1, Hyccin
18.8965740203857	18.9289512634277	19.2024402618408	19.4310436248779	19.2712879180908	17.0344638824463	19.2366580963135	19.2539291381836				0.307510506	0.415667534	0.307510506349037	1	0.415667533874512	0.621330897020158	A0S860;A2A8R0;A8Y5G5	A2A8R0;A0S860;A8Y5G5	A0S860_MOUSE;A2A8R0_MOUSE;A8Y5G5_MOUSE	Zfyve9	Isoform of A2A8R0, Protein Zfyve9
23.1078910827637	22.8537654876709	22.318380355835	22.3910007476807	22.9351711273193	22.8820362091064	22.5213317871094	22.566162109375				0.098897572	-0.05841589	0.0988975723127575	1	-0.0584158897399902	-0.184563299866995	A1BN54	A1BN54	A1BN54_MOUSE	Actn1	Isoform of Q7TPR4, Alpha actinin 1a
20.8423004150391	20.8423004150391	20.8726749420166	20.3751754760742	21.0756149291992	20.8801689147949	20.8112735748291	21.0625				0.819228447	-0.224276543	0.819228446583389	1	-0.224276542663574	-0.948080365054227	A1L3P4	A1L3P4;B0QZV3	A1L3P4_MOUSE	Slc9a6	Sodium/hydrogen exchanger
19.568998336792	19.5538425445557	19.9459247589111	19.8703784942627	19.7505207061768	19.2040405273438	20.0291786193848	19.8126735687256				0.062472643	0.035682678	0.0624726428574672	1	0.0356826782226563	0.117903564368984	A2A432;A2A432-2	A2A432;A2A432-2;E9PXY1	CUL4B_MOUSE	Cul4b	Cullin-4B
14.4488134384155	17.9812450408936	16.2617034912109	15.4849643707275	15.416296005249	14.3712663650513	15.670373916626	15.5131788253784				0.448788542	0.801402807	0.448788542278699	1	0.801402807235718	0.889262258263558	A2A4P0	A2A4P0;A2A4N9	DHX8_MOUSE	Dhx8	ATP-dependent RNA helicase DHX8
20.2184505462646	20.1078910827637	20.5261173248291	20.5544986724854	20.2419090270996	19.702672958374	20.5914936065674	20.4576377868652				0.178855097	0.103311062	0.178855097371649	1	0.103311061859131	0.31777144859005	A2A5R2	A2A5R2	BIG2_MOUSE	Arfgef2	Brefeldin A-inhibited guanine nucleotide-exchange protein 2
18.6329307556152	18.5064926147461	19.062572479248	19.1592769622803	18.9994335174561	17.8173217773438	18.8478488922119	19.1260871887207				0.162139195	0.142645359	0.162139194721466	1	0.142645359039307	0.325051006450856	A2A5Z6;A2A5Z6-2	A2A5Z6;A2A5Z6-2	SMUF2_MOUSE	Smurf2	E3 ubiquitin-protein ligase SMURF2
16.212230682373	16.3137092590332	16.624382019043	15.9769220352173	16.3096942901611	16.1461353302002	16.4204044342041	15.9868240356445				0.153843596	0.066046476	0.153843596045696	1	0.0660464763641357	0.249844262283089	A2A6P4	A2A6P4	A2A6P4_MOUSE	Fam104a	Protein Fam104a
21.0821285247803	20.967191696167	21.4475841522217	21.1825294494629	20.3321056365967	20.988151550293	21.4725875854492	20.9811992645264				0.387505016	0.226347446	0.387505015865132	1	0.22634744644165	0.636745141055959	A2A863;A2A863-2;A2A863-3	A2A863;A2A863-2;A2A863-3;A2A864	ITB4_MOUSE	Itgb4	Integrin beta-4
22.8839015960693	23.0558967590332	22.9441375732422	22.9423484802246	23.0592021942139	23.203592300415	22.9512710571289	22.9742126464844				0.641319794	-0.090498447	0.641319794478519	1	-0.0904984474182129	-0.540368170224535	A2A8E2	Q8BHG2;A2A8E2;B7ZC71;B7ZC72;Q8BHG2-2;Q8BHG2-3	A2A8E2_MOUSE	0610037L13Rik	Isoform of Q8BHG2, Protein 0610037L13Rik
20.1456928253174	20.2763977050781	20.2989387512207	20.1825294494629	20.3429946899414	20.1332015991211	20.4272632598877	20.3321056365967				0.530403359	-0.083001614	0.530403359479435	1	-0.0830016136169434	-0.481643334311314	A2A8U2;A2A8U2-2;A2A8U2-3	A2A8U2;A2A8U2-2;A2A8U2-3	TM201_MOUSE	Tmem201	Transmembrane protein 201
21.3962364196777	21.3156185150146	21.4676208496094	21.4374599456787	21.2360801696777	21.0756149291992	21.2763977050781	21.3156185150146				1.546106002	0.178306103	1.5461060021426	1	0.178306102752686	1.09974720171423	A2A8Z1	A2A8Z1;A0A0A6YXH3;A2A8Z1-2;E9PXZ2;E9Q6C1;F6UHR6;Q5FWX7	OSBL9_MOUSE	Osbpl9	Oxysterol-binding protein-related protein 9
17.4683704376221	17.4516944885254	16.7428760528564	16.9587440490723	17.8160266876221	17.4349460601807	17.3406105041504	18.0660991668701				1.067087006	-0.508999348	1.06708700550955	1	-0.508999347686768	-1.4637843810236	A2A935;A2A935-2;A2A935-3	A2A935;A2A930;A2A931;A2A933;A2A934;A2A935-2;A2A935-3	PRD16_MOUSE	Prdm16	PR domain zinc finger protein 16
21.4169960021973	20.2763977050781	20.7389240264893	22.3671970367432	20.9742126464844	19.6281700134277	21.6005954742432	22.2961406707764				0.03571573	0.075098991	0.0357157300434355	1	0.075098991394043	0.090848495588829	A2A9Z1;A2A9Z2	A2A9Z1;A2A9Z2	A2A9Z1_MOUSE;A2A9Z2_MOUSE	Dmd	Isoform of P11531, Dystrophin
22.2331562042236	22.045934677124	21.9530487060547	22.1142616271973	22.045934677124	21.5308856964111	21.8950424194336	22.1206016540527				0.623935812	0.188484192	0.623935811569354	1	0.188484191894531	0.773284550328289	A2AAY5	A2AAY5	SPD2B_MOUSE	Sh3pxd2b	SH3 and PX domain-containing protein 2B
